ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Orientación,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,OrientaciÃ³n,Bodegas,Tipo de casa,Tipo de propiedad,Disposición,Número de piso de la unidad,Departamentos por piso,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote
1400460457,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1400460457-departamento-en-venta-al-lado-plaza-la-isla-norte-de-meri-_JM,"$7,000,000",Mérida,Temozon Norte,144 m²,144 m²,6,3,2,2,,1 años,,,,,,,,,,,,,,,,,,
1400139356,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1400139356-departamentos-en-montes-de-ame-merida-edificio-del-arbol-_JM,"$3,555,683",Mérida,Montes De Ame,75 m²,75 m²,3,1,2,2,,,,,,,,,,,,,,,,,,,,
1400107895,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1400107895-departamento-de-2-recamara-con-amenidades-_JM,"$2,249,680",Mérida,Temozon Norte,86 m²,86 m²,4,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1397211297,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1397211297-departamento-tipo-estudio-en-desarrollo-residencial-zona-estrategica-de-temozon-norte-_JM,"$1,779,700",Mérida,Temozon Norte,50 m²,,,1,1,,,0 años,0 MXN,,,,,,,,,Frente,,,,,,,,
1395516122,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1395516122-departamento-amueblado-en-venta-en-la-torre-sentinello-sant-_JM,"$4,000,000",Mérida,Santa Gertrudis Copo,125 m²,125 m²,4,2,1,2,,0 años,,,,,,,,,,,,,,,,,,
1395380452,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1395380452-departamentos-carmina-en-temozon-modelo-mia-_JM,"$1,650,000",Mérida,Temozon Norte,91 m²,91 m²,3,1,1,1,,,,,,,,,,,,,,,,,,,,
1395272470,yucatán,lindo,https://departamento.metroscubicos.com/MLM-1395272470-lindo-departamento-en-cholul-_JM,"$1,595,000",Mérida,Cholul,84 m²,84 m²,5,2,2,1,,0 años,,,,,,,,,,,,,,,,,,
1391887634,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1391887634-departamentos-smart-en-venta-a-solo-9min-de-plaza-la-isla-_JM,"$2,349,500",Mérida,Montebello,97 m²,97 m²,4,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1391861959,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1391861959-departamentos-en-condominio-en-venta-al-norte-de-merida-_JM,"$2,249,680",Mérida,Temozon Norte,86 m²,86 m²,4,2,2,,,0 años,,,,,,,,,,,,,,,,,,
1391917658,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1391917658-departamentos-de-lujo-al-norte-de-merida-_JM,"$4,679,532",Mérida,Montejo,113 m²,113 m²,5,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1384514901,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1384514901-departamento-en-venta-en-merida-cabo-norte-en-meriden-model-_JM,"$8,310,094",Mérida,Temozon Norte,227 m²,227 m²,8,3,4,2,,,,,,,,,,,,,,,,,,,,
1383059987,yucatán,casa,https://departamento.metroscubicos.com/MLM-1383059987-casa-en-venta-merida-sta-gertrudis-copo-a-5-min-plaza-la-is-_JM,"$2,750,000",Mérida,Santa Gertrudis Copo,193 m²,193 m²,6,2,3,2,,0 años,,,,,,,,,,,,,,,,,,
1372395653,yucatán,venta,https://departamento.metroscubicos.com/MLM-1372395653-venta-de-townhouses-en-la-ceiba-_JM,"$3,849,000",Mérida,La Ceiba,147 m²,147 m²,5,2,2,2,,,,,,,,,,,,,,,,,,,,
1368918626,yucatán,cittadela,https://departamento.metroscubicos.com/MLM-1368918626-cittadela-vera-departamentos-_JM,"$7,895,000",Mérida,Cholul,322 m²,322 m²,7,3,3,,,,,,,,,,,,,,,,,,,,,
1368832473,yucatán,cittadela,https://departamento.metroscubicos.com/MLM-1368832473-cittadela-amara-departamentos-y-townhouse-_JM,"$5,690,000",Mérida,Cholul,209 m²,209 m²,5,2,2,,,,,,,,,,,,,,,,,,,,,
1368899774,yucatán,yucalpeten,https://departamento.metroscubicos.com/MLM-1368899774-yucalpeten-resort-marina-departamentos-y-villas-_JM,"$7,040,000",Progreso,Yucalpeten,146 m²,146 m²,5,2,3,,,0 años,,,,,,,,,,,,,,,,,,
1345534256,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1345534256-departamento-en-venta-al-lado-de-nvo-consulado-usa-con-club-_JM,"$4,348,220",Mérida,Montejo,134 m²,134 m²,5,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1335165764,yucatán,penthouse,https://departamento.metroscubicos.com/MLM-1335165764-penthouse-3-habs-en-el-exclusivo-desarrollo-cabo-norte-meri-_JM,"$13,500,000",Mérida,Temozon Norte,418 m²,418 m²,6,3,3,2,,,,,,,,,,,,,,,,,,,,
1332532746,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1332532746-departamento-pyra-con-2-recamaras-en-montebellomeridayucatan-_JM,"$2,974,125",Mérida,Montebello,104 m²,104 m²,,2,2,2,1,0 años,2400 MXN,,,,,,,,,,,,,,,,,
1331875623,yucatán,venta,https://departamento.metroscubicos.com/MLM-1331875623-venta-de-departamentos-en-la-costa-de-progreso-a-20-min-de-m-_JM,"$7,400,000",Progreso,Chicxulub,200 m²,200 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
1331152456,yucatán,en,https://departamento.metroscubicos.com/MLM-1331152456-en-venta-townhouses-en-costafina-chicxulub-puerto-yucatan-_JM,"$12,490,000",Chicxulub Pueblo,Chicxulub,280 m²,280 m²,7,3,3,,,0 años,,,,,,,,,,,,,,,,,,
1325260613,yucatán,venta,https://departamento.metroscubicos.com/MLM-1325260613-venta-de-departamento-en-cabo-norte-con-amenidades-de-lujo-f-_JM,"$5,213,666",Mérida,Temozon Norte,145 m²,145 m²,6,3,2,,,,,,,,,,,,,,,,,,,,,
951080399,yucatán,venta,https://departamento.metroscubicos.com/MLM-951080399-venta-departamento-en-en-town-square-san-ramon-norte-me-_JM,"$4,084,682",Mérida,Mérida,132 m²,132 m²,4,2,2,1,,0 años,,,,,,,,,,,,,,,,,,
951076871,yucatán,preventa,https://departamento.metroscubicos.com/MLM-951076871-preventa-departamentos-en-nibana-temozon-norte-_JM,"$2,290,000",Mérida,Temozon Norte,86 m²,86 m²,4,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
949886286,yucatán,venta,https://departamento.metroscubicos.com/MLM-949886286-venta-penthouse-4-recamaras-vista-al-mar-_JM,"$12,376,530",Progreso,Yucalpeten,267 m²,267 m²,9,4,4,3,,0 años,,,,,,,,,,,,,,,,,,
941932405,yucatán,d1,https://departamento.metroscubicos.com/MLM-941932405-d1-largo-departamento-3-recamaras-3-banos-9-piso-en-la-costa-azul-en-venta-_JM,"$8,459,458",Progreso,Yucalpeten,188 m²,140 m²,,3,3,,,0 años,0 MXN,Norte,,,,,,,,,,,,,,,,
861136824,yucatán,venta,https://departamento.metroscubicos.com/MLM-861136824-venta-departamento-tres-recamaras-norte-merida-_JM,"$3,431,505",Mérida,Montecristo,113 m²,113 m²,6,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
752965831,yucatán,venta,https://departamento.metroscubicos.com/MLM-752965831-venta-departamentos-1-recamara-norte-merida-arcadia-_JM,"$2,100,000",Mérida,La Ceiba,87 m²,87 m²,3,1,1,,,0 años,,,,,,,,,,,,,,,,,,
1357553898,yucatán,preventa,https://departamento.metroscubicos.com/MLM-1357553898-preventa-penthouse-3r-en-venado-prima-selva-cabo-nor-_JM,"$13,593,609",Mérida,Temozon Norte,144 m²,144 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
933354074,yucatán,departamento,https://departamento.metroscubicos.com/MLM-933354074-departamento-en-venta-playa-chaka-_JM,"$2,800,000",Progreso,Progreso De Castro Centro,71 m²,71 m²,3,2,1,,,0 años,,,,,,,,,,,,,,,,,,
1378841682,yucatán,casa,https://departamento.metroscubicos.com/MLM-1378841682-casa-en-venta-merida-temozon-nte-townhouse-kuro-a-5-min-d-_JM,"$3,348,204",Mérida,Temozon Norte,198 m²,198 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1385862074,yucatán,venta,https://departamento.metroscubicos.com/MLM-1385862074-venta-de-departamento-en-planta-baja-colonia-maya-merida-yuc-_JM,"$2,300,000",Mérida,Maya,127 m²,127 m²,5,3,2,1,,4 años,,,,,,,,,,,,,,,,,,
939637796,yucatán,town,https://departamento.metroscubicos.com/MLM-939637796-town-house-en-venta-al-norte-de-merida-misnebalam-progreso-_JM,"$1,050,000",Progreso,Misnebalam,81 m²,81 m²,3,1,1,2,,,,,,,,,,,,,,,,,,,,
789407700,yucatán,town,https://departamento.metroscubicos.com/MLM-789407700-town-house-en-venta-o-renta-col-nuevo-yucatan-merida-_JM,"$1,800,000",Mérida,Nuevo Yucatán,140 m²,140 m²,5,2,2,2,,,,,,,,,,,,,,,,,,,,
1395386993,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1395386993-departamento-en-venta-en-merida-penthouse-en-country-towers-_JM,"$15,540,000",Mérida,Altabrisa,480 m²,480 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1331830185,yucatán,espectacular,https://departamento.metroscubicos.com/MLM-1331830185-espectacular-desarrollo-frente-al-mar-en-las-playas-de-yucal-_JM,"$5,300,000",Progreso,Yucalpeten,100 m²,100 m²,5,2,2,2,,,,,,,,,,,,,,,,,,,,
1417846620,yucatán,venta,https://departamento.metroscubicos.com/MLM-1417846620-venta-de-departamentos-en-cabo-norte-_JM,"$7,800,000",Mérida,Temozon Norte,206 m²,206 m²,5,2,2,2,,,,,,,,,,,,,,,,,,,,
1403086435,yucatán,amplio,https://departamento.metroscubicos.com/MLM-1403086435-amplio-departamento-con-alberca-parque-central-lagos-cent-_JM,"$7,766,496",Mérida,Paseo De Montejo,164 m²,164 m²,7,3,3,,,0 años,,,,,,,,,,,,,,,,,,
1403086438,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1403086438-departamento-amplio-con-vista-panoramica-alberca-parque-c-_JM,"$6,200,000",Mérida,Paseo De Montejo,140 m²,140 m²,7,3,3,,,0 años,,,,,,,,,,,,,,,,,,
1403112394,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1403112394-departamento-con-cuarto-de-servicio-pisos-de-marmol-en-res-_JM,"$11,626,662",Mérida,Yucatan Country Club,260 m²,260 m²,4,2,2,1,,0 años,,,,,,,,,,,,,,,,,,
1403060584,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1403060584-departamento-de-lujo-con-balcon-alberca-jacuzzi-spa-cow-_JM,"$4,079,000",Mérida,Temozon Norte,80 m²,80 m²,4,2,2,,,0 años,,,,,,,,,,,,,,,,,,
1403060561,yucatán,gran,https://departamento.metroscubicos.com/MLM-1403060561-gran-departamento-con-jardin-444-m2-concierge-y-chofer-c-_JM,"$12,909,075",Mérida,Paseo De Montejo,444 m²,444 m²,6,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1403118960,yucatán,condominio,https://departamento.metroscubicos.com/MLM-1403118960-condominio-con-walk-in-closet-piso-de-marmol-cancha-de-pad-_JM,"$6,576,775",Mérida,Cordemex,253 m²,253 m²,7,3,4,1,,,,,,,,,,,,,,,,,,,,
1403077988,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1403077988-departamento-temozon-norte-_JM,"$1,794,000",Mérida,Temozon Norte,70 m²,,,1,1,1,1,0 años,2500 MXN,Norte,,,,,,,,,,,,,,,,
1402593816,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1402593816-departamento-en-venta-en-temozon-nortemerida-_JM,"$2,362,170",Mérida,Temozon Norte,88 m²,88 m²,4,2,2,1,,,,,,,,,,,,,,,,,,,,
1402619393,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1402619393-departamento-en-venta-en-temozon-nortemerida-_JM,"$2,545,000",Mérida,Temozon Norte,95 m²,95 m²,4,2,2,1,,,,,,,,,,,,,,,,,,,,
1400066334,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1400066334-departamento-de-1-recamara-con-amenidades-_JM,"$1,614,600",Mérida,Temozon Norte,61 m²,61 m²,2,1,1,1,,0 años,,,,,,,,,,,,,,,,,,
1398647574,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1398647574-departamento-de-lujo-con-terraza-_JM,"$5,122,417",Mérida,60 Norte,149 m²,149 m²,7,4,3,2,,0 años,,,,,,,,,,,,,,,,,,
1398628597,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1398628597-departamento-con-exclusividad-en-merida-_JM,"$4,257,706",Mérida,60 Norte,102 m²,102 m²,5,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1397211293,yucatán,venta,https://departamento.metroscubicos.com/MLM-1397211293-venta-de-exclusivos-departamentos-en-montejo-plaza-_JM,"$4,277,722",Mérida,Francisco de Montejo,134 m²,,,3,2,2,,0 años,0 MXN,,,,,,,,,,,,,,,,,
1396133749,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1396133749-departamentos-penthouse-de-lujo-y-equipados-en-almara-chicxu-_JM,"$11,000,000",Progreso,Chicxulub Puerto,320 m²,320 m²,8,3,4,,,0 años,,,,,,,,,,,,,,,,,,
1393666124,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1393666124-departamento-en-venta-en-temozon-norte-ff-21-3699-1-_JM,"$6,158,018",Mérida,Real Montejo,165 m²,165 m²,,3,3,2,,2 años,,,,,,,,,,,,,,,,,,
1393615052,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1393615052-departamento-fraccionamiento-cabo-norte-_JM,,,Inmuebles,,,,,,,,,,,,,,,,,,,,,,,,,,
1384964258,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1384964258-departamento-en-venta-en-merida-hermoso-_JM,"$2,853,000",Mérida,Temozon Norte,129 m²,129 m²,5,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1384553753,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1384553753-departamento-en-venta-en-merida-cabo-norte-en-meriden-model-_JM,"$8,175,636",Mérida,Temozon Norte,292 m²,292 m²,6,3,2,2,,,,,,,,,,,,,,,,,,,,
1382589172,yucatán,depto,https://departamento.metroscubicos.com/MLM-1382589172-depto-en-venta-en-torre-temozon-a-10-min-de-plaza-the-ha-_JM,"$2,885,120",Mérida,Temozon Norte,73 m²,73 m²,4,2,2,1,,0 años,,,,,,,,,,,,,,,,,,
1379499490,yucatán,preventa,https://departamento.metroscubicos.com/MLM-1379499490-preventa-de-departamentos-de-1-y-2-recamaras-en-temozon-nort-_JM,"$2,097,440",Mérida,Temozon Norte,83 m²,83 m²,2,1,1,1,,,,,,,,,,,,,,,,,,,,
1368361705,yucatán,ultimo,https://departamento.metroscubicos.com/MLM-1368361705-ultimo-departamento-con-rooftop-en-santa-getrudis-copo-_JM,"$2,490,000",Mérida,Santa Gertrudis Copo,136 m²,136 m²,5,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1360357798,yucatán,exclusivos,https://departamento.metroscubicos.com/MLM-1360357798-exclusivos-departamentos-en-dzitya-_JM,"$1,700,000",Mérida,Dzitya,84 m²,84 m²,4,2,2,1,,,,,,,,,,,,,,,,,,,,
1358117825,yucatán,brown,https://departamento.metroscubicos.com/MLM-1358117825-brown-condos-_JM,"$4,250,000",Dzemul,San Benito,125 m²,125 m²,6,3,2,1,,0 años,,,,,,,,,,,,,,,,,,
1350397653,yucatán,qh5,https://departamento.metroscubicos.com/MLM-1350397653-qh5-4547departamento-de-lujo-campo-de-golf-y-cenote-natural-yucatan-_JM,"$9,626,882",Yucatán,Mérida,216 m²,216 m²,,2,3,1,,1 años,,,,,,,,,,,,,,,,,,
1349945616,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1349945616-departamento-venta-meriden-merida-yucatan-_JM,"$9,005,849",Mérida,Temozon Norte,162 m²,162 m²,,3,3,3,,0 años,0 MXN,,,,,,,,,,,,,,,,,
1335191718,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1335191718-departamento-de-2-habitaciones-en-autana-conkal-entrega-inme-_JM,"$1,668,000",Conkal,Conkal,88 m²,88 m²,4,2,2,1,,0 años,,,,,,,,,,,,,,,,,,
1331960281,yucatán,depto,https://departamento.metroscubicos.com/MLM-1331960281-depto-cabo-norte-con-amenidades-priv-primaselva-mod-flam-_JM,"$4,332,973",Mérida,Temozon Norte,112 m²,112 m²,4,2,2,2,,,,,,,,,,,,,,,,,,,,
1328574780,yucatán,penthouse,https://departamento.metroscubicos.com/MLM-1328574780-penthouse-en-venta-frente-al-mar-en-siela-telchac-puerto-_JM,"$12,990,000",Telchac Puerto,Telchac Puerto,385 m²,385 m²,10,4,4,2,,,,,,,,,,,,,,,,,,,,
1323965508,yucatán,en,https://departamento.metroscubicos.com/MLM-1323965508-en-venta-departamento-en-arietta-cabo-norte-merida-_JM,"$5,500,000",Mérida,Temozon Norte,220 m²,220 m²,5,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1310971636,yucatán,venta,https://departamento.metroscubicos.com/MLM-1310971636-venta-departamento-en-torre-onze-_JM,"$4,800,000",Mérida,Santa Gertrudis Copo,176 m²,176 m²,7,3,3,2,,12 años,,,,,,,,,,,,,,,,,,
956277873,yucatán,venta,https://departamento.metroscubicos.com/MLM-956277873-venta-townhouses-cholul-merida-yucatan-_JM,"$2,590,000",Mérida,Cholul,215 m²,215 m²,5,2,2,2,,,,,,,,,,,,,,,,,,,,
951076772,yucatán,venta,https://departamento.metroscubicos.com/MLM-951076772-venta-condominio-en-bocana-telchac-puerto-_JM,"$5,512,640",Telchac Puerto,Telchac Puerto,168 m²,168 m²,6,2,3,2,,0 años,,,,,,,,,,,,,,,,,,
941799670,yucatán,e,https://departamento.metroscubicos.com/MLM-941799670-e-largo-departamento-4-recamaras-4-piso-en-la-costa-azul-en-venta-_JM,"$9,356,293",Progreso,Yucalpeten,206 m²,156 m²,,4,4,,,0 años,,,,,,,,,,,,,,,,,,
940083043,yucatán,e,https://departamento.metroscubicos.com/MLM-940083043-e-largo-departamento-4-recamaras-6-piso-en-la-costa-azul-for-sale-_JM,"$9,486,259",Progreso,Yucalpeten,206 m²,156 m²,,4,4,,,0 años,,,,,,,,,,,,,,,,,,
939585715,yucatán,departamento,https://departamento.metroscubicos.com/MLM-939585715-departamento-c2-atico-vista-sobre-el-mar-progreso-norte-de-merida-en-venta-_JM,"$7,258,567",Progreso,Yucalpeten,151.4 m²,105 m²,,2,3,,,0 años,,,,,,,,,,,,,,,,,,
938616816,yucatán,grande,https://departamento.metroscubicos.com/MLM-938616816-grande-apartamento-lujuoso-4-recamaras-en-progreso-en-venta-_JM,"$9,811,176",Progreso,Costa Azul,206 m²,152 m²,,4,4,,,0 años,,,,,,,,,,,,,,,,,,
921954918,yucatán,exclusivo,https://departamento.metroscubicos.com/MLM-921954918-exclusivo-departamento-en-via-montejo-merida-_JM,"$3,929,133",Mérida,Montejo,105 m²,105 m²,5,2,3,2,,0 años,,,,,,,,,,,,,,,,,,
905796030,yucatán,attrio,https://departamento.metroscubicos.com/MLM-905796030-attrio-departamentos-en-altabrisa-_JM,"$2,637,729",Mérida,Altabrisa,103 m²,103 m²,4,2,2,1,,,,,,,,,,,,,,,,,,,,
1406068785,yucatán,casa,https://departamento.metroscubicos.com/MLM-1406068785-casa-pueblo-temozon-norte-_JM,"$2,499,000",Yucatán,Mérida,115 m²,115 m²,,2,2,2,1,0 años,1000 MXN,,,,,,,,,,,,,,,,,
1338037083,yucatán,deptos,https://departamento.metroscubicos.com/MLM-1338037083-deptos-en-villas-kalay-en-chicxulub-pto-2da-fila-mod-e-di-_JM,"$2,288,739",Progreso,Chicxulub Puerto,110 m²,110 m²,5,3,2,,,,,,,,,,,,,,,,,,,,,
951135473,yucatán,en,https://departamento.metroscubicos.com/MLM-951135473-en-pre-venta-departamentos-en-meriden-cabo-norte-2-recamar-_JM,"$6,600,000",Mérida,Temozon Norte,148 m²,148 m²,5,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1390489789,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1390489789-departamentos-dentro-de-la-ciudad-tipo-c1-baltia-merida-_JM,"$5,856,313",Mérida,Montes De Ame,137 m²,137 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
1416191207,yucatán,venta,https://departamento.metroscubicos.com/MLM-1416191207-venta-departamento-en-cabo-norte-merida-_JM,"$5,382,400",Mérida,Temozon Norte,145 m²,145 m²,,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1415890098,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1415890098-departamentos-en-preventa-en-temozon-norte-yucatan-priv-sar-_JM,"$1,648,000",Mérida,Temozon Norte,79 m²,79 m²,3,1,1,1,,0 años,,,,,,,,,,,,,,,,,,
1403105749,yucatán,gran,https://departamento.metroscubicos.com/MLM-1403105749-gran-departamento-con-jardin-258-m2-concierge-y-chofer-c-_JM,"$7,576,095",Mérida,Montebello,258 m²,258 m²,6,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1403060562,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1403060562-departamento-con-jardin-privado-concierge-y-chofer-casa-c-_JM,"$5,971,625",Mérida,Paseo De Montejo,202 m²,202 m²,4,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1403112344,yucatán,condominio,https://departamento.metroscubicos.com/MLM-1403112344-condominio-de-368-m2-con-jardin-privado-concierge-y-chofe-_JM,"$8,396,565",Mérida,Paseo De Montejo,268 m²,268 m²,6,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1403080005,yucatán,penthouse,https://departamento.metroscubicos.com/MLM-1403080005-penthouse-con-alberca-privada-elevador-privado-concierge-_JM,"$9,872,885",Mérida,Paseo De Montejo,307 m²,307 m²,6,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1403105747,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1403105747-departamento-amplio-161-m2-cancha-de-padel-coworking-asad-_JM,"$3,887,368",Mérida,Oncan,161 m²,161 m²,5,2,2,1,,,,,,,,,,,,,,,,,,,,
1403099403,yucatán,penthouse,https://departamento.metroscubicos.com/MLM-1403099403-penthouse-con-alberca-family-room-pisos-de-marmol-cancha-_JM,"$11,285,552",Mérida,Cordemex,444 m²,444 m²,7,3,3,1,,,,,,,,,,,,,,,,,,,,
1403104504,yucatán,arthouse,https://departamento.metroscubicos.com/MLM-1403104504-arthouse-altabrisa-3-recamaras-_JM,"$6,976,900",Mérida,Altabrisa,151 m²,,,3,3,2,1,0 años,0 MXN,,,,,,,,,,,,,,,,,
1403078827,yucatán,montejo,https://departamento.metroscubicos.com/MLM-1403078827-montejo-plaza-apartments-2-recamaras-venta-zodzil-_JM,"$4,348,220",Mérida,Núcleo Sodzil,111 m²,,,2,2,2,1,0 años,0 MXN,,,,,,,,,,,,,,,,,
1403091635,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1403091635-departamentos-carmina-selva-viva-mod-mia-venta-temozon-norte-_JM,"$1,700,000",Temozon,Temozon,78 m²,,,1,1,1,2,0 años,800 MXN,,,,,,,,,,,,,,,,,
1403098085,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1403098085-departamentos-itaca-venta-cholul-_JM,"$1,645,000",Mérida,Cholul,84 m²,,,2,2,1,1,0 años,800 MXN,,,,,,,,,,,,,,,,,
1402643896,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1402643896-departamento-en-venta-en-temozon-nortemerida-_JM,"$2,353,220",Mérida,Temozon Norte,87 m²,87 m²,4,2,2,1,,,,,,,,,,,,,,,,,,,,
1402581261,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1402581261-departamento-en-venta-en-temozon-nortemerida-_JM,"$2,097,440",Mérida,Temozon Norte,83 m²,83 m²,2,1,1,1,,,,,,,,,,,,,,,,,,,,
1402672578,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1402672578-departamento-en-venta-en-temozon-nortemerida-_JM,"$2,126,700",Mérida,Temozon Norte,78 m²,78 m²,4,2,2,1,,,,,,,,,,,,,,,,,,,,
1402619384,yucatán,penthouse,https://departamento.metroscubicos.com/MLM-1402619384-penthouse-en-venta-frente-al-mar-yucatan-_JM,"$12,990,000",Progreso,Chicxulub Puerto,220 m²,220 m²,9,4,4,3,,3 años,,,,,,,,,,,,,,,,,,
1402606415,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1402606415-departamento-en-venta-en-cabo-norte-merida-_JM,"$4,282,740",Mérida,Temozon Norte,77 m²,77 m²,4,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1398289580,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1398289580-departamento-en-venta-en-yucatan-en-playa-san-benito-con-vis-_JM,"$4,250,000",Dzemul,San Benito,111 m²,111 m²,6,3,2,2,,,,,,,,,,,,,,,,,,,,
1395344524,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1395344524-departamentos-en-preventa-villas-del-sol-de-tres-recamaras-g-_JM,"$5,615,335",Mérida,Villas Del Sol,271 m²,271 m²,7,3,3,1,,0 años,,,,,,,,,,,,,,,,,,
1391975388,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1391975388-departamentos-en-condominio-en-venta-al-norte-de-merida-mod-_JM,"$2,960,000",Mérida,Temozon Norte,111 m²,111 m²,5,2,2,,,0 años,,,,,,,,,,,,,,,,,,
1385361222,yucatán,departamentos,https://departamento.metroscubicos.com/MLM-1385361222-departamentos-en-venta-yucaltepen-progreso-yucatan-_JM,"$10,233,502",Progreso,Yucalpeten,,152 m²,,3,4,2,1,0 años,0 MXN,,,,,,,,,,,,,,,,,
1385389082,yucatán,montejo,https://departamento.metroscubicos.com/MLM-1385389082-montejo-plaz-departamentos-de-lujo-cerca-del-nuevo-consulad-_JM,"$4,159,458",Mérida,Fracc. Francisco De Montejo,111 m²,111 m²,5,2,2,2,,0 años,,,,,,,,,,,,,,,,,,
1368906178,yucatán,cittadela,https://departamento.metroscubicos.com/MLM-1368906178-cittadela-aurora-departamentos-_JM,"$8,095,000",Mérida,Cholul,284 m²,284 m²,5,2,2,,,,,,,,,,,,,,,,,,,,,
1368832472,yucatán,panorama,https://departamento.metroscubicos.com/MLM-1368832472-panorama-departamentos-_JM,"$4,268,000",Mérida,Campestre,156 m²,156 m²,4,2,2,,,,,,,,,,,,,,,,,,,,,
1360238819,yucatán,departamento,https://departamento.metroscubicos.com/MLM-1360238819-departamento-fraccionamiento-cabo-norte-_JM,"$5,933,109",Yucatán,Mérida,112 m²,,,2,2,2,,0 años,2500 MXN,Norte,,,,,,,,,,,,,,,,
1357722512,yucatán,preventa,https://departamento.metroscubicos.com/MLM-1357722512-preventa-penthouse-en-baltia-montes-de-ame-merida-y-_JM,"$7,012,338",Mérida,Montes De Ame,196 m²,196 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1350352044,yucatán,qh5,https://departamento.metroscubicos.com/MLM-1350352044-qh5-4547-lujoso-departamento-campo-de-golf-y-cenote-natural-yucatan-_JM,"$9,629,882",Yucatán,Mérida,216 m²,216 m²,,2,3,2,,1 años,,,,,,,,,,,,,,,,,,
1350403926,yucatán,qh5,https://departamento.metroscubicos.com/MLM-1350403926-qh5-4765-departamento-3-rec-fracc-con-cenote-natural-yucatan-_JM,"$9,531,442",Yucatán,Mérida,295 m²,295 m²,,3,5,2,,1 años,,,,,,,,,,,,,,,,,,
